audit_id,note_id,auditor_mds_id,audited_at_utc,rubric_version,score_accuracy,score_completeness,score_formatting,score_terminology,score_hpi,score_ros,score_plan,composite_score,pass_fail
AU-11331,NT-004570,MD-210,2026-06-09 22:37:47,v2,0.9691,1.0,0.9512,0.995,0.9968,1.0,0.9825,0.9842,PASS
AU-11332,NT-004579,MD-214,2026-06-09 20:55:42,v2,1.0,0.9868,0.9896,0.9678,1.0,0.9021,1.0,0.9881,PASS
AU-11333,NT-004588,MD-227,2026-06-09 22:12:25,v2,0.8888,0.8547,0.869,0.8714,0.9034,0.8857,0.8607,0.8761,PASS
AU-11334,NT-004602,MD-205,2026-06-12 20:59:05,v2,0.9003,0.8982,0.9066,0.862,1.0,0.8486,1.0,0.9136,PASS
AU-11335,NT-004607,MD-229,2026-06-12 17:39:01,v2,1.0,0.9042,0.868,0.9767,0.9634,0.9944,1.0,0.9632,PASS
AU-11336,NT-004610,MD-208,2026-06-10 03:09:31,v2,0.8075,0.9043,0.8036,0.8715,0.8792,0.8978,0.9224,0.7283,FAIL
AU-11337,NT-004613,MD-212,2026-06-13 01:36:19,v2,0.9926,1.0,1.0,1.0,0.9894,1.0,0.9103,0.9874,PASS
AU-11338,NT-004614,MD-229,2026-06-11 08:01:46,v2,0.9633,1.0,1.0,0.865,0.9582,0.9416,0.9761,0.9642,PASS
AU-11339,NT-004627,MD-226,2026-06-11 02:28:30,v2,0.9015,0.8363,0.8592,0.817,0.8355,0.9158,0.8879,0.738,FAIL
AU-11340,NT-004630,MD-209,2026-06-12 01:47:05,v2,1.0,1.0,0.8979,0.9644,0.8523,0.9579,0.9388,0.9683,PASS
AU-11341,NT-004634,MD-228,2026-06-10 19:13:56,v2,0.9858,0.8671,0.9759,1.0,0.9989,0.8836,0.9637,0.951,PASS
AU-11342,NT-004635,MD-215,2026-06-10 23:01:47,v2,0.9441,0.9578,1.0,0.8818,1.0,1.0,1.0,0.9581,PASS
AU-11343,NT-004636,MD-213,2026-06-13 13:21:08,v2,0.9361,0.8983,0.923,0.9321,0.8559,0.8683,0.9093,0.7825,FAIL
AU-11344,NT-004637,MD-211,2026-06-10 14:43:55,v2,0.8846,0.911,0.8849,0.8422,0.7046,0.8083,0.8553,0.8622,PASS
AU-11345,NT-004638,MD-206,2026-06-12 09:39:40,v2,0.7973,0.9492,1.0,0.9501,0.8566,0.9064,0.9793,0.8903,PASS
AU-11346,NT-004642,MD-216,2026-06-10 14:17:35,v2,1.0,0.9653,0.9063,1.0,1.0,0.9194,0.9389,0.9765,PASS
AU-11347,NT-004644,MD-232,2026-06-12 17:52:03,v2,1.0,0.9552,0.9653,0.9817,0.9286,1.0,0.9809,0.9762,PASS
AU-11348,NT-004650,MD-213,2026-06-10 17:46:10,v2,0.9488,0.9206,0.9446,0.9719,0.9024,0.9022,0.8656,0.9286,PASS
AU-11349,NT-004651,MD-227,2026-06-10 05:54:11,v2,0.9978,0.9378,0.9469,0.8971,0.9376,0.9386,0.9671,0.9581,PASS
AU-11350,NT-004654,MD-205,2026-06-10 00:55:51,v2,0.8604,0.786,0.8612,0.8177,0.9192,0.8416,0.8208,0.7046,FAIL
AU-11351,NT-004656,MD-221,2026-06-13 07:17:03,v2,0.8472,0.8382,0.958,0.8502,0.8832,0.909,0.7953,0.8523,PASS
AU-11352,NT-004658,MD-224,2026-06-12 20:45:01,v2,0.9313,0.9479,0.8353,0.8778,0.9086,1.0,0.9149,0.9248,PASS
AU-11353,NT-004660,MD-206,2026-06-10 12:49:04,v2,0.9914,0.9767,0.9815,0.9904,1.0,0.9076,1.0,0.8393,FAIL
AU-11354,NT-004664,MD-215,2026-06-12 18:50:26,v2,1.0,0.9957,0.9564,1.0,0.9445,0.9074,1.0,0.9866,PASS
AU-11355,NT-004666,MD-229,2026-06-11 13:27:16,v2,0.995,1.0,1.0,0.9838,0.917,0.9528,0.9154,0.8382,FAIL
AU-11356,NT-004675,MD-231,2026-06-12 20:03:50,v2,1.0,1.0,0.9928,0.9913,1.0,1.0,0.978,0.9966,PASS
AU-11357,NT-004676,MD-215,2026-06-14 05:46:50,v2,1.0,1.0,0.8904,0.9652,0.9788,0.9675,0.9055,0.9778,PASS
AU-11358,NT-004681,MD-226,2026-06-12 14:56:05,v2,1.0,1.0,0.9734,0.943,0.9958,1.0,0.9364,0.9862,PASS
AU-11359,NT-004682,MD-206,2026-06-11 21:52:05,v2,1.0,0.9791,1.0,0.9898,0.9512,0.9695,0.9809,0.8418,FAIL
AU-11360,NT-004685,MD-208,2026-06-12 11:31:41,v2,0.9455,0.9469,1.0,1.0,0.9388,1.0,1.0,0.8176,FAIL
AU-11361,NT-004687,MD-208,2026-06-12 03:22:17,v2,0.963,0.9082,0.921,1.0,1.0,0.8276,1.0,0.9515,PASS
AU-11362,NT-004692,MD-210,2026-06-12 21:12:33,v2,0.8623,0.9043,0.803,0.7964,0.8466,0.9221,0.777,0.8562,PASS
AU-11363,NT-004693,MD-225,2026-06-13 13:58:05,v2,0.9849,1.0,0.914,1.0,1.0,0.9855,0.9926,0.9889,PASS
AU-11364,NT-004694,MD-202,2026-06-14 06:04:58,v2,0.9735,0.9934,0.9559,0.9063,1.0,1.0,1.0,0.9775,PASS
AU-11365,NT-004699,MD-225,2026-06-12 07:54:39,v2,0.9861,0.9953,0.9321,1.0,0.9295,0.9628,1.0,0.9817,PASS
AU-11366,NT-004700,MD-228,2026-06-14 01:01:49,v2,0.8792,0.9622,0.867,0.9321,0.8527,0.9346,0.8978,0.7746,FAIL
AU-11367,NT-004701,MD-227,2026-06-13 03:21:01,v2,0.8154,0.8635,0.7421,0.8669,0.7851,0.8195,0.725,0.8171,FAIL
AU-11368,NT-004703,MD-203,2026-06-14 07:15:28,v2,0.8353,0.7494,0.7319,0.7379,0.8764,0.8924,0.8637,0.8087,FAIL
AU-11369,NT-004706,MD-213,2026-06-11 09:45:18,v2,0.9443,0.8936,0.8155,0.9021,0.9491,0.7652,0.9419,0.7791,FAIL
AU-11370,NT-004707,MD-207,2026-06-13 23:30:53,v2,0.9795,1.0,0.8602,0.9712,0.942,0.9974,1.0,0.977,PASS
AU-11371,NT-004712,MD-226,2026-06-14 08:14:27,v2,0.9338,1.0,0.9936,1.0,0.9773,1.0,0.9636,0.9706,PASS
AU-11372,NT-004719,MD-211,2026-06-12 18:05:01,v2,1.0,1.0,1.0,1.0,0.9863,1.0,0.9694,0.9956,PASS
AU-11373,NT-004720,MD-208,2026-06-14 14:29:22,v2,0.8218,0.9243,1.0,0.886,0.8631,0.9399,0.9901,0.8896,PASS
AU-11374,NT-004722,MD-206,2026-06-13 02:12:20,v2,0.9775,0.9787,0.9909,0.9627,0.9355,0.9668,1.0,0.9745,PASS
AU-11375,NT-004724,MD-234,2026-06-11 18:12:14,v2,1.0,0.9858,1.0,0.877,0.9253,0.9913,0.8381,0.96,PASS
AU-11376,NT-004725,MD-225,2026-06-12 23:02:37,v2,0.9597,1.0,0.9659,0.9609,1.0,1.0,1.0,0.9803,PASS
AU-11377,NT-004726,MD-226,2026-06-12 14:04:46,v2,1.0,1.0,1.0,1.0,0.9743,0.9164,0.9904,0.849,FAIL
AU-11378,NT-004730,MD-202,2026-06-13 17:36:09,v2,0.8065,0.909,0.8518,0.8547,0.8537,0.875,0.8635,0.8531,PASS
AU-11379,NT-004733,MD-205,2026-06-11 20:30:18,v2,0.9893,1.0,0.9928,0.9889,1.0,1.0,0.9909,0.9939,PASS
AU-11380,NT-004736,MD-209,2026-06-13 11:00:05,v2,1.0,0.9177,0.8873,0.8725,0.874,0.8887,1.0,0.9429,PASS
AU-11381,NT-004737,MD-216,2026-06-13 22:45:01,v2,0.9673,1.0,1.0,0.9737,1.0,0.999,1.0,0.9859,PASS
AU-11382,NT-004740,MD-214,2026-06-12 19:27:54,v2,0.8553,0.8867,0.9105,0.8263,0.7858,0.8349,0.7981,0.8493,FAIL
AU-11383,NT-004747,MD-228,2026-06-14 00:27:20,v2,1.0,1.0,0.9548,1.0,1.0,0.9411,1.0,0.9948,PASS
AU-11384,NT-004748,MD-208,2026-06-14 14:48:03,v2,0.9241,1.0,0.9513,0.9368,0.8428,0.9487,0.9198,0.8067,FAIL
AU-11385,NT-004754,MD-202,2026-06-12 00:56:55,v2,0.8764,0.9715,0.9809,1.0,1.0,0.9698,0.9429,0.9415,PASS
AU-11386,NT-004761,MD-230,2026-06-12 05:09:53,v2,0.8415,0.8827,0.9224,0.9761,0.9694,0.9334,1.0,0.7589,FAIL
AU-11387,NT-004762,MD-210,2026-06-13 20:42:00,v2,0.9261,0.9655,0.9701,1.0,0.98,1.0,0.9064,0.9527,PASS
AU-11388,NT-004763,MD-222,2026-06-14 12:04:01,v2,0.996,0.9408,0.9867,0.9988,0.9795,0.9203,0.9562,0.8286,FAIL
AU-11389,NT-004771,MD-222,2026-06-13 11:55:35,v2,0.8581,0.9151,0.8532,0.8871,0.8639,0.8389,0.918,0.8806,PASS
AU-11390,NT-004774,MD-229,2026-06-13 20:17:30,v2,0.8616,0.9614,0.975,0.8823,1.0,0.9888,0.8957,0.9179,PASS
AU-11391,NT-004777,MD-224,2026-06-14 20:57:23,v2,0.7873,0.9971,0.864,0.9992,0.9086,0.8969,0.9555,0.8992,PASS
AU-11392,NT-004778,MD-203,2026-06-14 09:19:09,v2,0.87,1.0,0.9872,1.0,0.9417,1.0,1.0,0.948,PASS
AU-11393,NT-004780,MD-202,2026-06-13 10:44:47,v2,0.9365,1.0,0.8656,0.9545,1.0,0.8811,0.9831,0.9589,PASS
AU-11394,NT-004782,MD-232,2026-06-12 01:33:28,v2,0.7915,0.7724,0.8528,0.7929,0.8149,0.8298,0.825,0.7975,FAIL
AU-11395,NT-004787,MD-224,2026-06-14 14:13:19,v2,0.8192,0.8772,0.8022,0.8302,0.7693,0.9159,0.8335,0.8352,FAIL
AU-11396,NT-004792,MD-221,2026-06-14 01:39:39,v2,0.9936,1.0,1.0,1.0,1.0,0.9506,0.9872,0.8465,FAIL
AU-11397,NT-004801,MD-214,2026-06-13 06:57:25,v2,0.8863,0.8701,0.9181,0.8555,0.8957,0.8576,0.8548,0.8771,PASS
AU-11398,NT-004803,MD-229,2026-06-15 06:44:32,v2,0.8948,0.8367,0.8492,1.0,0.8582,0.8585,0.9375,0.8873,PASS
AU-11399,NT-004815,MD-207,2026-06-12 03:07:31,v2,0.9193,0.9519,0.9713,1.0,0.9464,0.9086,0.9525,0.8035,FAIL
AU-11400,NT-004816,MD-233,2026-06-12 04:00:02,v2,0.9986,0.9963,1.0,1.0,0.9257,0.944,0.8806,0.9764,PASS
AU-11401,NT-004820,MD-208,2026-06-12 13:22:42,v2,0.9202,0.8908,0.85,0.9378,0.859,0.8569,0.8402,0.8938,PASS
AU-11402,NT-004821,MD-220,2026-06-15 08:24:14,v2,1.0,0.9399,0.9576,0.9734,1.0,0.9652,1.0,0.9784,PASS
AU-11403,NT-004824,MD-216,2026-06-15 16:08:00,v2,1.0,0.9555,0.8184,0.9587,0.9964,0.9739,0.949,0.9689,PASS
AU-11404,NT-004829,MD-213,2026-06-15 09:16:44,v2,0.9892,0.8562,0.9223,0.9631,0.9818,0.8945,1.0,0.9456,PASS
AU-11405,NT-004830,MD-229,2026-06-12 05:06:36,v2,1.0,1.0,0.9641,0.9952,1.0,0.9446,0.9951,0.9945,PASS
AU-11406,NT-004832,MD-232,2026-06-14 19:17:40,v2,0.9228,1.0,0.9789,0.9063,0.956,0.8765,0.9502,0.8076,FAIL
AU-11407,NT-004835,MD-208,2026-06-15 00:09:47,v2,1.0,0.9525,1.0,1.0,1.0,1.0,0.9687,0.985,PASS
AU-11408,NT-004837,MD-206,2026-06-12 14:38:28,v2,0.9192,1.0,0.9636,1.0,0.9799,1.0,0.9716,0.965,PASS
AU-11409,NT-004843,MD-206,2026-06-13 18:06:14,v2,0.9024,0.8599,0.9127,0.9314,0.7344,0.8191,0.848,0.7544,FAIL
AU-11410,NT-004844,MD-213,2026-06-15 04:54:10,v2,0.9455,1.0,0.9286,0.8975,0.9037,0.9609,0.9887,0.9544,PASS
AU-11411,NT-004849,MD-214,2026-06-15 20:47:12,v2,0.9741,0.8208,0.8912,0.942,0.9097,0.929,0.8297,0.9053,PASS
AU-11412,NT-004856,MD-230,2026-06-14 22:07:40,v2,0.899,0.8587,1.0,1.0,0.98,0.9489,1.0,0.9248,PASS
AU-11413,NT-004866,MD-207,2026-06-15 19:43:52,v2,0.937,0.9469,0.9478,0.9989,1.0,0.9007,1.0,0.957,PASS
AU-11414,NT-004869,MD-223,2026-06-16 00:32:25,v2,0.9126,0.9261,0.8867,0.953,0.9923,0.8397,0.9542,0.9272,PASS
AU-11415,NT-004877,MD-222,2026-06-15 20:44:22,v2,1.0,0.9398,1.0,0.9618,1.0,0.9565,1.0,0.9789,PASS
AU-11416,NT-004879,MD-233,2026-06-14 17:31:29,v2,0.9635,0.8679,0.8898,0.9254,0.9422,0.9057,0.9299,0.9237,PASS
AU-11417,NT-004885,MD-201,2026-06-15 08:32:26,v2,1.0,1.0,0.974,1.0,0.974,1.0,1.0,0.9961,PASS
AU-11418,NT-004887,MD-214,2026-06-14 13:32:58,v2,0.9344,0.9336,0.9154,0.9271,0.9443,0.9693,0.9312,0.9349,PASS
AU-11419,NT-004892,MD-226,2026-06-15 19:08:05,v2,0.9518,0.8736,0.9278,0.8636,0.8207,0.8732,0.8933,0.7736,FAIL
AU-11420,NT-004894,MD-234,2026-06-13 09:56:16,v2,0.975,0.806,0.9656,0.9068,0.9904,0.9917,0.9373,0.924,PASS
AU-11421,NT-004901,MD-218,2026-06-13 04:00:10,v2,0.846,0.9747,0.9128,0.9121,0.9602,0.9421,0.944,0.9141,PASS
AU-11422,NT-004906,MD-220,2026-06-14 08:38:24,v2,0.9229,0.8908,0.894,0.9915,0.8557,0.9078,0.9708,0.7866,FAIL
AU-11423,NT-004908,MD-228,2026-06-16 08:47:02,v2,1.0,0.8348,0.9467,1.0,1.0,1.0,0.9866,0.8047,FAIL
AU-11424,NT-004909,MD-225,2026-06-15 01:06:34,v2,0.8963,0.8044,0.8622,0.8854,0.86,0.8511,0.8951,0.8645,PASS
AU-11425,NT-004910,MD-220,2026-06-15 09:32:47,v2,1.0,1.0,1.0,0.9368,0.9994,0.9825,0.8567,0.9784,PASS
AU-11426,NT-004917,MD-221,2026-06-13 07:30:23,v2,0.6704,0.6871,0.4715,0.5976,0.6262,0.6079,0.604,0.6432,FAIL
AU-11427,NT-004928,MD-231,2026-06-15 05:48:34,v2,0.8697,0.8419,0.9234,0.8393,0.9421,0.8929,0.8297,0.8668,PASS
AU-11428,NT-004944,MD-215,2026-06-16 20:03:59,v2,0.7986,0.7759,0.9272,0.8294,0.8383,0.8131,0.8167,0.8089,FAIL
AU-11429,NT-004953,MD-211,2026-06-16 15:08:07,v2,0.828,0.8274,0.8401,0.8847,0.9,0.9091,0.8474,0.8473,FAIL
AU-11430,NT-004958,MD-231,2026-06-16 06:14:11,v2,0.5341,0.5257,0.3821,0.4334,0.3419,0.4589,0.3968,0.4776,FAIL
AU-11431,NT-004960,MD-217,2026-06-15 13:05:07,v2,1.0,0.924,0.8355,0.8705,0.8889,0.8806,0.9276,0.9355,PASS
AU-11432,NT-004966,MD-220,2026-06-15 12:48:14,v2,0.9569,0.9884,0.9344,1.0,0.9879,0.8026,0.9587,0.9635,PASS
AU-11433,NT-004972,MD-201,2026-06-17 22:28:49,v2,1.0,1.0,0.8888,1.0,0.9738,0.9872,1.0,0.9912,PASS
AU-11434,NT-004979,MD-209,2026-06-15 08:34:28,v2,1.0,1.0,0.968,0.9961,1.0,0.8831,1.0,0.848,FAIL
AU-11435,NT-004980,MD-232,2026-06-18 15:49:42,v2,0.8813,0.9133,0.8297,0.9341,0.9509,0.8652,0.8656,0.8966,PASS
AU-11436,NT-004982,MD-218,2026-06-16 10:30:26,v2,0.9536,1.0,0.954,1.0,0.886,0.9306,0.958,0.8273,FAIL
AU-11437,NT-004983,MD-227,2026-06-18 02:05:56,v2,0.9251,0.8922,0.8928,0.915,0.851,0.8093,0.859,0.8945,PASS
AU-11438,NT-004987,MD-201,2026-06-17 19:58:12,v2,0.9715,0.9793,0.9822,0.8957,0.9561,0.9507,1.0,0.9667,PASS
AU-11439,NT-004990,MD-201,2026-06-15 20:01:15,v2,0.8542,0.76,0.8446,0.869,0.8616,0.8517,0.8521,0.7033,FAIL
AU-11440,NT-004998,MD-234,2026-06-18 18:58:11,v2,0.9405,0.9059,0.9882,0.8564,0.9583,0.9304,0.9299,0.9261,PASS
AU-11441,NT-005004,MD-212,2026-06-17 04:02:23,v2,0.9955,0.9291,0.8381,0.9295,0.9018,0.8286,0.9204,0.9392,PASS
AU-11442,NT-005009,MD-226,2026-06-16 14:02:40,v2,0.9437,0.9877,1.0,0.9922,0.9051,1.0,1.0,0.8264,FAIL
AU-11443,NT-005017,MD-234,2026-06-19 02:21:09,v2,0.9593,0.9359,0.9961,0.9804,0.8846,0.9521,0.9729,0.9509,PASS
AU-11444,NT-005018,MD-213,2026-06-18 12:18:03,v2,1.0,0.9661,1.0,0.9801,1.0,1.0,1.0,0.9895,PASS
AU-11445,NT-005019,MD-218,2026-06-17 02:40:52,v2,0.8044,0.7856,0.8109,0.8829,0.8944,0.8392,0.8124,0.8194,FAIL
AU-11446,NT-005021,MD-209,2026-06-16 14:38:11,v2,0.9452,1.0,0.9074,1.0,0.8631,1.0,1.0,0.9625,PASS
AU-11447,NT-005025,MD-216,2026-06-18 09:58:11,v2,0.9207,0.8132,0.8095,0.8992,0.7747,0.8551,0.9062,0.8668,PASS
AU-11448,NT-005030,MD-208,2026-06-18 16:18:30,v2,0.8727,0.8833,0.8891,0.9024,0.8813,0.8437,0.8727,0.8786,PASS
AU-11449,NT-005034,MD-227,2026-06-17 20:01:30,v2,1.0,0.961,0.9424,0.9068,0.9873,0.9179,0.988,0.9715,PASS
AU-11450,NT-005035,MD-214,2026-06-16 01:51:07,v2,0.9115,0.876,0.9552,0.9076,0.8855,0.8581,0.7876,0.8868,PASS
AU-11451,NT-005036,MD-219,2026-06-17 23:00:38,v2,1.0,0.9918,1.0,1.0,1.0,0.9699,1.0,0.9964,PASS
AU-11452,NT-005037,MD-201,2026-06-18 18:27:54,v2,0.85,0.8581,0.751,0.8231,0.7028,0.8211,0.6964,0.8128,FAIL
AU-11453,NT-005042,MD-212,2026-06-17 14:07:32,v2,0.9193,0.8311,0.891,1.0,0.9112,0.8058,0.8207,0.8875,PASS
AU-11454,NT-005047,MD-232,2026-06-16 19:05:47,v2,0.7939,0.8208,0.8811,0.8622,0.8386,0.8133,0.7977,0.8176,FAIL
AU-11455,NT-005052,MD-203,2026-06-18 15:38:02,v2,0.9139,0.8923,0.9685,0.9343,0.974,0.9625,0.9358,0.9239,PASS
AU-11456,NT-005055,MD-220,2026-06-16 14:03:06,v2,0.9295,0.8164,0.8548,0.8989,0.972,0.7633,0.9839,0.8958,PASS
AU-11457,NT-005063,MD-214,2026-06-18 01:19:09,v2,0.8944,0.9426,0.9902,0.993,0.9327,0.891,0.9892,0.9342,PASS
AU-11458,NT-005064,MD-234,2026-06-19 14:22:47,v2,0.9001,0.86,0.8478,0.778,0.9293,0.8713,0.8759,0.8743,PASS
AU-11459,NT-005065,MD-223,2026-06-19 20:28:26,v2,0.8632,0.9003,0.8394,0.8264,0.9871,0.9331,0.8782,0.885,PASS
AU-11460,NT-005067,MD-230,2026-06-18 02:14:27,v2,0.8782,0.9546,0.9267,0.9041,0.9534,0.9668,0.9211,0.9186,PASS
AU-11461,NT-005070,MD-202,2026-06-18 08:54:12,v2,0.8358,0.7507,0.7421,0.8584,0.7391,0.6646,0.7926,0.6824,FAIL
AU-11462,NT-005073,MD-211,2026-06-18 17:56:30,v2,0.8642,0.8851,0.9229,0.8511,0.6625,0.8698,0.8981,0.8545,PASS
AU-11463,NT-005074,MD-205,2026-06-19 01:23:46,v2,0.8469,0.785,0.8655,0.9487,0.7543,0.8824,0.7815,0.8285,FAIL
AU-11464,NT-005080,MD-203,2026-06-19 07:16:57,v2,0.9344,0.9951,1.0,0.9237,0.9262,0.8566,0.9401,0.9477,PASS
AU-11465,NT-005083,MD-228,2026-06-20 04:31:26,v2,0.9755,0.9675,0.9586,1.0,1.0,0.996,1.0,0.981,PASS
AU-11466,NT-005089,MD-210,2026-06-17 00:07:20,v2,0.9243,1.0,0.8941,0.9674,0.9218,1.0,0.9099,0.9481,PASS
AU-11467,NT-005090,MD-211,2026-06-18 11:35:08,v2,0.8633,0.8113,0.796,0.897,0.929,0.8877,0.9757,0.8693,PASS
AU-11468,NT-005091,MD-218,2026-06-19 21:41:03,v2,0.9272,1.0,1.0,1.0,0.9595,1.0,1.0,0.8245,FAIL
AU-11469,NT-005093,MD-234,2026-06-20 10:20:23,v2,0.8572,1.0,0.9609,0.9143,0.9502,0.9459,0.9004,0.9218,PASS
AU-11470,NT-005099,MD-216,2026-06-20 02:34:56,v2,1.0,1.0,1.0,1.0,1.0,1.0,0.9637,0.9964,PASS
AU-11471,NT-005103,MD-219,2026-06-20 04:50:57,v2,0.9421,0.9332,0.974,0.8512,1.0,0.9109,0.9013,0.9325,PASS
AU-11472,NT-005106,MD-208,2026-06-20 08:09:41,v2,0.9133,0.9665,0.9504,0.8784,0.9036,0.782,0.8783,0.7845,FAIL
AU-11473,NT-005108,MD-206,2026-06-19 14:07:36,v2,0.8526,0.9224,0.8559,0.8928,1.0,0.8976,0.9212,0.8981,PASS
AU-11474,NT-005109,MD-209,2026-06-20 15:48:27,v2,0.8451,1.0,0.9656,0.8953,0.9674,0.8554,0.923,0.9154,PASS
AU-11475,NT-005114,MD-232,2026-06-17 07:56:11,v2,0.8634,0.8722,0.8303,0.8771,0.9295,0.903,0.8854,0.8761,PASS
AU-11476,NT-005116,MD-224,2026-06-19 07:10:26,v2,1.0,1.0,1.0,0.9124,0.9441,0.9132,0.9105,0.9724,PASS
AU-11477,NT-005117,MD-218,2026-06-20 00:24:29,v2,0.8139,0.8288,0.8954,0.9041,0.7851,0.7934,0.963,0.8417,FAIL
AU-11478,NT-005122,MD-216,2026-06-17 05:44:00,v2,0.892,0.898,0.8482,1.0,0.9931,0.9908,1.0,0.928,PASS
AU-11479,NT-005124,MD-209,2026-06-17 05:29:51,v2,0.7481,0.6086,0.611,0.6985,0.7832,0.7243,0.7636,0.7053,FAIL
AU-11480,NT-005131,MD-218,2026-06-20 00:55:48,v2,0.8727,0.9378,1.0,1.0,1.0,0.8694,0.9928,0.9327,PASS
AU-11481,NT-005132,MD-203,2026-06-19 07:57:30,v2,0.8496,0.9633,0.9267,0.8435,0.7635,0.8916,0.8995,0.8798,PASS
AU-11482,NT-005133,MD-226,2026-06-19 18:08:05,v2,0.9552,0.9539,0.9418,1.0,0.9546,0.906,0.9435,0.955,PASS
AU-11483,NT-005144,MD-222,2026-06-18 11:13:51,v2,0.9954,1.0,1.0,0.8684,1.0,0.8698,0.9497,0.9737,PASS
AU-11484,NT-005146,MD-221,2026-06-18 11:20:46,v2,0.9701,0.9238,1.0,0.8456,0.865,0.9235,0.9527,0.933,PASS
AU-11485,NT-005149,MD-206,2026-06-18 02:23:32,v2,0.9239,0.9009,0.9624,1.0,0.9302,0.8861,0.8742,0.7841,FAIL
AU-11486,NT-005150,MD-211,2026-06-20 10:35:44,v2,1.0,1.0,1.0,0.9879,0.929,1.0,0.9736,0.989,PASS
AU-11487,NT-005154,MD-203,2026-06-19 05:13:10,v2,0.9713,0.9082,1.0,1.0,0.9541,0.8842,0.7923,0.9358,PASS
AU-11488,NT-005157,MD-204,2026-06-20 06:43:14,v2,0.939,1.0,1.0,0.9237,0.9834,1.0,0.9223,0.9616,PASS
AU-11489,NT-005163,MD-227,2026-06-18 02:58:02,v2,0.9928,0.9153,1.0,1.0,1.0,0.9536,1.0,0.8263,FAIL
AU-11490,NT-005167,MD-207,2026-06-18 10:43:41,v2,0.9769,0.9014,0.9971,1.0,0.9841,0.9822,0.9894,0.9636,PASS
AU-11491,NT-005168,MD-216,2026-06-20 14:09:56,v2,1.0,1.0,1.0,0.9646,0.8353,1.0,1.0,0.98,PASS
AU-11492,NT-005170,MD-228,2026-06-18 08:26:26,v2,1.0,1.0,1.0,1.0,1.0,0.9862,0.9437,0.9937,PASS
AU-11493,NT-005172,MD-207,2026-06-21 10:48:49,v2,0.9809,0.9166,1.0,0.8819,1.0,0.9854,1.0,0.9599,PASS
AU-11494,NT-005173,MD-214,2026-06-18 10:59:04,v2,1.0,0.9531,0.9765,0.9325,1.0,1.0,0.9358,0.8239,FAIL
AU-11495,NT-005176,MD-225,2026-06-21 00:58:49,v2,1.0,1.0,1.0,0.975,1.0,0.9678,1.0,0.9959,PASS
AU-11496,NT-005178,MD-232,2026-06-19 22:25:47,v2,0.8814,0.9274,1.0,1.0,1.0,1.0,0.9112,0.7815,FAIL
AU-11497,NT-005184,MD-210,2026-06-18 20:38:29,v2,0.9912,0.9169,1.0,1.0,1.0,0.9391,0.8596,0.959,PASS
AU-11498,NT-005186,MD-226,2026-06-20 01:01:57,v2,1.0,0.8783,0.8663,0.9256,0.9153,1.0,1.0,0.947,PASS
AU-11499,NT-005187,MD-233,2026-06-20 13:44:55,v2,0.9505,1.0,0.9133,0.9847,0.8562,0.9778,1.0,0.9613,PASS
AU-11500,NT-005191,MD-233,2026-06-19 15:37:33,v2,0.9104,0.866,0.8878,0.9104,0.8001,0.8818,0.8667,0.8814,PASS
AU-11501,NT-005192,MD-224,2026-06-19 09:55:07,v2,0.9604,1.0,0.9871,1.0,0.9574,0.9737,1.0,0.8355,FAIL
AU-11502,NT-005199,MD-203,2026-06-19 10:02:41,v2,0.9044,0.9992,1.0,0.956,0.845,0.9783,0.9473,0.9401,PASS
AU-11503,NT-005201,MD-214,2026-06-19 11:23:56,v2,1.0,0.9841,1.0,0.9644,0.9501,1.0,0.9406,0.9815,PASS
AU-11504,NT-005204,MD-222,2026-06-18 18:29:24,v2,0.9467,0.8864,0.9289,0.8758,0.8463,0.8155,0.8263,0.895,PASS
AU-11505,NT-005206,MD-222,2026-06-20 00:31:46,v2,1.0,1.0,0.9586,1.0,0.9593,1.0,1.0,0.9939,PASS
AU-11506,NT-005213,MD-223,2026-06-20 18:12:28,v2,0.8229,0.9006,0.8419,0.9089,0.8016,0.7908,0.7613,0.842,FAIL
AU-11507,NT-005214,MD-221,2026-06-19 12:16:34,v2,1.0,1.0,0.9057,1.0,0.9207,0.9414,1.0,0.9844,PASS
AU-11508,NT-005230,MD-231,2026-06-20 17:56:09,v2,0.7343,0.8185,0.8249,0.7862,0.7718,0.8185,0.853,0.7849,FAIL
AU-11509,NT-005232,MD-226,2026-06-20 19:05:01,v2,0.9287,0.8533,0.8376,0.9558,0.8233,0.9186,0.875,0.8916,PASS
AU-11510,NT-005234,MD-234,2026-06-20 11:13:47,v2,0.9796,1.0,1.0,0.9439,0.9843,0.9456,0.9098,0.9739,PASS
AU-11511,NT-005235,MD-201,2026-06-19 09:48:24,v2,0.9242,0.8618,0.926,0.9199,0.9359,0.9281,0.9285,0.9101,PASS
AU-11512,NT-005237,MD-223,2026-06-22 10:50:27,v2,0.9381,0.894,0.9256,1.0,0.9216,0.8806,1.0,0.9343,PASS
AU-11513,NT-005243,MD-212,2026-06-20 11:16:44,v2,0.9433,0.8794,0.9531,1.0,1.0,0.9655,0.9912,0.945,PASS
AU-11514,NT-005246,MD-226,2026-06-19 11:44:25,v2,0.9278,1.0,0.9571,0.9903,0.9876,1.0,0.9689,0.9673,PASS
AU-11515,NT-005247,MD-227,2026-06-19 03:16:44,v2,0.9557,0.9982,0.9592,0.9068,1.0,0.9887,0.9994,0.9721,PASS
